AMZN,GE,GOOG,JPM,LIN,LLY,MSFT,NEE,PLD,WMT,XOM
1.0,0.26013421777010426,0.6541134520529346,0.27640623952397414,0.3607119165842629,0.23463999169255514,0.6857307090073854,0.2910499907191356,0.4108075048885929,0.30426818078288126,0.1612768986961879
0.26013421777010426,1.0,0.3312209575950429,0.608599856172818,0.4834226591808729,0.22446963591087463,0.3471398215040052,0.28883093383349634,0.3932737922018934,0.1615360649770159,0.5094738023145947
0.6541134520529346,0.3312209575950429,1.0,0.4224975439134541,0.48467907742257,0.2804852382892494,0.74446651198655,0.35369266757389595,0.4537372597357908,0.30353573561081393,0.2862331975697149
0.27640623952397414,0.608599856172818,0.4224975439134541,1.0,0.6168499775946561,0.23570880624677923,0.44224761991471967,0.36780267286774965,0.4910764936574255,0.2631665512061959,0.584300050511398
0.3607119165842629,0.4834226591808729,0.48467907742257,0.6168499775946561,1.0,0.30894119135511217,0.5690042952507166,0.4672873460397189,0.5519427695007133,0.34137956754606863,0.42023958616557466
0.23463999169255514,0.22446963591087463,0.2804852382892494,0.23570880624677923,0.30894119135511217,1.0,0.37028279748415593,0.30765758648294905,0.33986856268599364,0.28876453404460306,0.2187584123987618
0.6857307090073854,0.3471398215040052,0.74446651198655,0.44224761991471967,0.5690042952507166,0.37028279748415593,1.0,0.4333881361383505,0.5392559474903579,0.3943948249853719,0.2711609559868258
0.2910499907191356,0.28883093383349634,0.35369266757389595,0.36780267286774965,0.4672873460397189,0.30765758648294905,0.4333881361383505,1.0,0.5801507987016882,0.37035415506760544,0.27112569247077445
0.4108075048885929,0.3932737922018934,0.4537372597357908,0.4910764936574255,0.5519427695007133,0.33986856268599364,0.5392559474903579,0.5801507987016882,1.0,0.3606766773048645,0.3026373144968437
0.30426818078288126,0.1615360649770159,0.30353573561081393,0.2631665512061959,0.34137956754606863,0.28876453404460306,0.3943948249853719,0.37035415506760544,0.3606766773048645,1.0,0.19545194443343408
0.1612768986961879,0.5094738023145947,0.2862331975697149,0.584300050511398,0.42023958616557466,0.2187584123987618,0.2711609559868258,0.27112569247077445,0.3026373144968437,0.19545194443343408,1.0
